Name,Precursor,Retention,Sample,DotProduct,GaussianScore,Polarity,Purity,Associated
LysoPC 17:0,510.356,1.955,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),937.0,0.7348712525794135,+,0,Associated
LysoPC 17:0,510.355,2.172,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),533.0,0.3892888629664607,+,0,Associated
LysoPC 18:0,582.378,2.377,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),868.0,0.007234027190560303,-,100,Associated
LysoPC 18:0,524.371,2.518,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),928.0,0.840898994034565,+,0,Associated
LysoPE 18:0,480.31,2.532,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),953.0,0.73487125257941,-,100,Associated
LysoPC 18:0,582.378,2.575,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),767.0,0.5000061334372901,-,100,Associated
LysoPC 18:0,524.371,2.715,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),934.0,0.09732460343508922,+,0,Associated
PI 16:0_20:4,857.52,7.516,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),695.0,0.038623926186248644,-,100,Associated
LysoPC 24:0,666.473,7.546,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),665.0,1.0,-,100,Associated
SM d18:0_14:1,675.545,7.603,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),926.0,0.9258759742347393,+,0,Associated
PI 16:0_18:2,833.518,7.619,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),754.0,0.2102299061415214,-,100,Associated
PC 16:1_22:6,804.552,7.652,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),936.0,0.8408989940345691,+,0,Associated
SM d18:1_22:6,775.576,7.653,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),988.0,1.0,+,0,Associated
PC 14:1_22:5,778.538,7.7,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),995.0,1.0,+,0,Associated
SM d18:1_16:1,701.56,7.702,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),998.0,0.38928886296646165,+,0,Associated
PC 20:5_22:5,854.57,7.75,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),836.0,0.617952497038952,+,0,Associated
PI 18:0_20:5,883.536,7.786,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),716.0,0.734871252579407,-,100,Associated
PC 18:4_22:4,830.57,7.821,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),892.0,0.3892888629664639,+,0,Associated
PC 10:0_24:4,754.539,7.893,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),982.0,1.0,+,0,Associated
SM d18:0_18:3,727.577,7.918,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),914.0,0.9809304219154326,+,0,Associated
PC 14:1_22:4,780.555,7.943,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),940.0,0.8408989940345687,+,0,Associated
PC 10:0_22:2,730.539,8.016,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),992.0,0.5000061334372922,+,0,Associated
PC 14:0_18:2,788.546,8.03,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),760.0,0.8408989940345654,-,100,Associated
SM d19:0_14:1,689.56,8.041,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.9258759742347384,+,0,Associated
PC 15:1_22:5,792.554,8.043,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),993.0,0.9809304219154312,+,0,Associated
PC 16:1_22:5,806.57,8.064,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),996.0,9.58057380920447E-4,+,0,Associated
PC 14:1_20:2,756.554,8.086,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),990.0,0.9258759742347397,+,0,Associated
PC 16:1_18:2,814.563,8.097,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),629.0,0.8408989940345696,-,100,Associated
PC 14:1_22:4,780.555,8.132,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,1.0,+,0,Associated
Alkenyl-DG P-18:0_20:5,627.535,8.153,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),948.0,0.21022990614152465,+,100,Associated
PE-NMe2 16:0_20:5,764.523,8.165,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),633.0,0.2916386197756659,-,100,Associated
PI 14:0_24:4,887.566,8.175,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),527.0,0.5000061334372885,+,0,Associated
PC 16:0_20:5,838.562,8.184,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),618.0,0.09732460343508849,-,100,Associated
PC 12:0_24:4,782.569,8.239,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),994.0,0.8408989940345656,+,0,Associated
PC 16:1_22:5,806.57,8.24,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),992.0,0.21022990614152112,+,0,Associated
PC 11:0_24:4,768.554,8.261,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),967.0,0.92587597423474,+,0,Associated
PC 14:1_20:2,756.554,8.283,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),993.0,0.038623926186249484,+,0,Associated
PI 18:0_20:4,885.551,8.318,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),603.0,8.972026985601186E-5,-,100,Associated
Alkenyl-DG P-18:0_20:5,627.535,8.33,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),970.0,9.58057380920413E-4,+,100,Associated
PE-NMe2 16:0_22:6,790.54,8.407,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),963.0,0.9809304219154308,-,100,Associated
PC 16:1_22:5,806.57,8.415,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,1.0,+,0,Associated
PC 11:0_22:2,744.554,8.437,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.9809304219154307,+,0,Associated
PC 15:0_18:2,802.562,8.449,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),732.0,0.9258759742347393,-,100,Associated
PC 18:1_22:6,890.593,8.451,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),687.0,0.9258759742347424,-,98,Associated
SM d19:0_15:1,703.575,8.459,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.38928886296646614,+,0,Associated
PC 12:0_24:4,782.571,8.461,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),988.0,0.8408989940345649,+,0,Associated
PC 16:0_22:6,864.577,8.47,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),731.0,0.14582109863501844,-,100,Associated
SM d18:2_24:4,805.622,8.482,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.9809304219154307,+,0,Associated
PC 15:1_20:2,770.57,8.5,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),971.0,0.8408989940345649,+,0,Associated
PC 15:1_22:4,794.571,8.523,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),868.0,0.9258759742347392,+,0,Associated
PI 18:0_20:3,887.567,8.537,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),661.0,0.7348712525794127,-,100,Associated
Plasmanyl-PC O-16:0_22:6,792.592,8.547,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),883.0,0.210229906141521,+,0,Associated
Plasmenyl-PC P-18:0_18:4,766.578,8.568,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),980.0,1.0,+,0,Associated
SM d19:0_17:2,729.591,8.59,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),998.0,0.7348712525794084,+,0,Associated
PC 10:0_20:0,706.53,8.592,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),975.0,0.3892888629664604,+,0,Associated
PC 16:0_20:4,840.578,8.624,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),824.0,0.5000061334372922,-,100,Associated
PE-NMe2 16:0_20:4,766.54,8.646,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),943.0,0.925875974234742,-,100,Associated
PC 12:0_24:4,782.57,8.653,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.9258759742347393,+,0,Associated
PC 10:0_22:1,732.554,8.696,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),996.0,0.8408989940345658,+,0,Associated
Plasmenyl-PC P-18:1_20:5,790.573,8.718,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,1.0,+,0,Associated
PC 12:0_22:2,758.57,8.72,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.007234027190560316,+,0,Associated
PC 17:2_22:4,820.586,8.763,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),991.0,0.6179524970389452,+,0,Associated
PE 16:0_20:4,738.509,8.795,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),853.0,0.9809304219154327,-,100,Associated
PE-NMe2 16:0_18:2,742.541,8.815,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),782.0,0.8408989940345658,-,100,Associated
PC 14:1_22:2,784.584,8.843,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.38928886296646165,+,0,Associated
PC 18:2_18:1,842.592,8.854,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),820.0,0.6179524970389453,-,100,Associated
Plasmenyl-PE P-16:0_22:6,746.515,8.855,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),751.0,0.8408989940345648,-,100,Associated
PC 14:1_24:4,808.584,8.865,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.2916386197756691,+,0,Associated
PC 12:0_22:2,758.569,8.905,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.06250306677507482,+,0,Associated
Plasmanyl-PC O-16:0_22:6,792.59,8.907,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.3892888629664667,+,0,Associated
Plasmenyl-PE P-18:1_22:6,774.542,8.949,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),506.0,0.7348712525794082,+,0,Associated
PC 16:0_18:2,816.577,8.959,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),753.0,9.58057380920413E-4,-,100,Associated
SM d19:0_16:1,717.591,8.972,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),994.0,0.9809304219154308,+,0,Associated
Plasmanyl-PC O-16:0_20:5,766.576,8.991,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),989.0,1.0,+,0,Associated
PC 14:1_22:2,784.585,9.035,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.9809304219154309,+,0,Associated
PC 16:0_20:3,842.593,9.046,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),751.0,0.8408989940345649,-,100,Associated
PC 13:0_24:4,796.59,9.057,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.9258759742347389,+,0,Associated
PC 14:0_24:4,810.599,9.058,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),983.0,0.001953340639235388,+,0,Associated
PC 17:0_20:4,854.593,9.067,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),774.0,0.9809304219154311,-,100,Associated
PC 11:0_22:1,746.57,9.08,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),990.0,0.925875974234739,+,0,Associated
PC 13:0_22:2,772.586,9.103,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),989.0,2.781965045946059E-7,+,0,Associated
PC 18:4_22:2,834.607,9.125,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),980.0,0.013140013861680958,+,0,Associated
Plasmanyl-PC O-18:0_20:5,794.609,9.147,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.3892888629664668,+,0,Associated
Plasmanyl-PC O-18:0_18:4,768.591,9.168,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),1000.0,1.0,+,0,Associated
Plasmenyl-PC P-18:0_20:4,852.614,9.18,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),709.0,0.9809304219154308,-,100,Associated
PC 14:1_22:2,784.585,9.235,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),991.0,2.981146326695582E-8,+,0,Associated
PC 17:0_18:2,830.595,9.243,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),692.0,0.7348712525794084,-,100,Associated
PC 14:0_24:4,810.604,9.253,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),990.0,0.9809304219154317,+,0,Associated
PC 13:0_22:2,772.586,9.298,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),994.0,0.389288862966467,+,0,Associated
PC 18:4_22:2,834.602,9.32,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),998.0,9.580573809204504E-4,+,0,Associated
Plasmanyl-PC O-16:0_18:2,744.591,9.322,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.5000061334372925,+,0,Associated
Plasmanyl-PC O-16:0_18:2,802.6,9.333,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),823.0,0.7348712525794129,-,100,Associated
PC 15:1_22:2,798.601,9.345,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),663.0,0.03862392618624967,+,0,Associated
Plasmanyl-PC O-18:0_18:3,770.607,9.371,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.9809304219154309,+,0,Associated
Plasmenyl-PC P-18:0_18:2,828.614,9.384,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),615.0,1.0,-,100,Associated
PC 12:0_24:4,782.565,9.394,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),993.0,2.7819650459460645E-7,+,0,Associated
SM d19:0_17:1,731.607,9.419,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.21022990614152465,+,0,Associated
PC 14:0_24:4,810.602,9.44,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),998.0,0.03862392618624955,+,0,Associated
PC 18:0_20:4,868.61,9.453,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),740.0,0.21022990614152465,-,100,Associated
PC 10:0_22:0,734.567,9.463,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.29163861977566863,+,0,Associated
PC 16:0_16:0,792.575,9.473,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),957.0,0.6179524970389466,-,100,Associated
PC 16:0_18:1,818.593,9.475,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),793.0,0.03862392618624861,-,100,Associated
PC 10:0_24:1,760.585,9.483,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.14582109863501994,+,0,Associated
PC 10:0_26:2,786.602,9.547,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),996.0,2.225490136327115E-6,+,0,Associated
PE-NMe2 16:0_18:1,744.558,9.557,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),779.0,1.0,-,100,Associated
PC 18:1_18:1,844.615,9.58,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),726.0,0.007234027190560342,-,78,Associated
PC 14:0_24:4,810.6,9.633,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,8.021405431059846E-7,+,0,Associated
SM d19:0_17:1,731.607,9.634,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),945.0,5.941242610455598E-6,+,0,Associated
PC 18:0_20:4,868.607,9.643,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),781.0,2.0532782832425543E-4,-,100,Associated
PC 16:0_18:1,818.593,9.664,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),762.0,0.001953340639235423,-,100,Associated
PC 10:0_24:1,760.585,9.674,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.007234027190560387,+,0,Associated
PE-NMe2 18:2_18:0,770.571,9.707,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),784.0,0.9258759742347427,-,100,Associated
PE 18:0_20:4,766.54,9.729,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),666.0,0.38928886296646253,-,100,Associated
PC 10:0_26:2,786.601,9.737,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),998.0,0.8408989940345649,+,0,Associated
Plasmenyl-PE P-18:0_22:6,774.546,9.747,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),635.0,0.734871252579409,-,100,Associated
Plasmanyl-PC O-18:0_22:6,820.621,9.757,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),999.0,0.980930421915432,+,0,Associated
PC 18:2_18:0,844.609,9.766,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),712.0,0.734871252579413,-,100,Associated
Plasmenyl-PE P-18:0_22:6,776.56,9.778,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),722.0,0.9258759742347396,+,0,Associated
PC 16:1_24:4,836.617,9.819,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),988.0,0.8408989940345692,+,0,Associated
SM d19:0_17:0,733.622,9.84,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),845.0,1.0,+,0,Associated
PC 16:1_22:2,812.617,9.865,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),997.0,0.14582109863501877,+,0,Associated
PE 18:1_18:1,744.554,9.888,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),934.0,0.840898994034569,+,0,Associated
PC 18:0_20:3,870.624,9.897,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),763.0,0.6179524970389516,-,100,Associated
Plasmanyl-PC O-18:0_20:5,794.607,9.91,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),946.0,0.9809304219154327,+,0,Associated
PC 11:0_24:1,774.602,9.979,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),989.0,0.7348712525794107,+,0,Associated
SM d19:0_18:1,745.625,10.0,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),973.0,0.84089899403457,+,0,Associated
PC 15:0_24:4,824.618,10.002,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),868.0,0.6179524970389457,+,0,Associated
PC 16:1_22:2,812.618,10.052,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),996.0,4.521488845443082E-4,+,0,Associated
Plasmanyl-PC O-20:0_14:1,746.608,10.075,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),995.0,0.7348712525794079,+,0,Associated
Plasmanyl-PC O-20:0_12:0,720.591,10.076,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),981.0,0.925875974234742,+,0,Associated
PC 18:0_20:3,870.624,10.086,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),533.0,0.06250306677507404,-,100,Associated
Plasmanyl-PC O-20:0_18:4,796.623,10.101,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),1000.0,0.8408989940345698,+,0,Associated
Plasmanyl-PC O-18:0_20:4,854.63,10.115,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),677.0,0.5000061334372918,-,100,Associated
PC 16:0_24:4,838.634,10.15,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),971.0,0.9258759742347393,+,0,Associated
Plasmanyl-PC O-18:0_18:2,772.624,10.151,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),945.0,0.9809304219154324,+,0,Associated
