PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
10	Unknown	110	0.4477398	0.6498755	0.9857988	317.9971	21318.6015625	624627.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	83.39108	317.95908:19084 317.99707:29046 318.99429:20647 319.0426:11900 319.05447:22163 319.99188:11150 322.19125:15390	
11	w/o MS2:Pesticide6_Tetraconazole_C13H11Cl2F4N3O_1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole	110	0.3804001	0.6498755	0.8499944	372.0368	11161.3681640625	221583.84375	null	[M+H]+	M + 0		null	372.02881	C13H11Cl2F4N3O	Dichlorobenzenes	LQDARGUHUSPFNL-UHFFFAOYNA-N	FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1	530	True	True	False	null	null	null	null	72.6	165.883	372.0368:13592 374.91364:25187 375.91183:11257 375.96143:10220 376.90875:28659 376.95859:18461	
12	w/o MS2:NCGC00179019-03!	110	0.3804001	0.6498755	1.121741	625.2365	8897.7763671875	137948.671875	null	[M+H]+	M + 0		null	625.24097	C32H42O10	Limonoids	ODLCLZLDYDHRGT-UHFFFAOYNA-N	CC(=O)OC1CC(OC(C)=O)C2(C)C3CCC4(C)C(OC(=O)C5OC45C3(C)C(CC2C1(C)C)OC(C)=O)C1=COC=C1	530	True	True	False	null	null	null	null	90.6	177.9555	625.23651:11121	
13	Unknown	121	0.5161024	0.7161443	1.458401	154.1343	5831.8759765625	85663.8828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	116.6375	153.96727:18007 154.13428:10914 154.15909:8085 155.08162:46359 155.13776:7044 155.15428:21300 155.48048:7436 156.00955:14136 156.13852:12739 156.1497:12722 156.98085:70844 157.02881:8759 157.09735:14156 157.13051:7068 157.13353:34792 157.17018:11689 157.97482:5865698 158.01262:252911 158.15405:10700 158.16536:23434 158.97266:2778485 158.97789:233653 159.00795:9298 159.0616:21584	
14	6,7-Dihydroxycoumarin	121	0.00641211	0.7161443	0.9172508	179.0353	168228.109375	7178614.5	null	[M+H]+	M + 0	adduct linked to 15_[M+H]+; found in higher mz's MsMs_15	2.871	179.03389	C9H6O4	6,7-dihydroxycoumarins	ILEDWLMCKZNDJK-UHFFFAOYSA-N	OC1=CC2=C(C=CC(=O)O2)C=C1O	430	True	True	True	100	15.5	75	100	65.9	2599.337	178.95988:34896 178.98087:27895 178.98436:29735 178.99437:25120 179.03537:170672 179.03943:13794 179.11874:8824 179.95761:18414 179.97829:158358 180.01646:47627 180.14967:8568 180.95532:14598 180.97853:48792 181.01463:11822 181.02858:113927 181.03357:64987 181.97812:37935 182.01205:22710 182.03146:10906 182.07761:21340 182.16522:12263 183.01134:12349 183.04338:8434 183.06155:141497 183.97659:7740 184.0031:23066	56.37516:743 58.5529:812 62.15848:749 70.20165:1031 71.70193:796 75.89339:855 80.7031:798 82.01731:676 83.15843:786 93.6181:983 97.36142:878 105.82831:789 118.30201:825 120.98233:955 136.98358:3912 138.99281:44033 146.157:775 153.67561:814 153.98059:1400 154.9942:2086 155.97844:990 158.35365:830 162.00879:2972 179.03525:13674 179.11787:1063 179.97818:962
15	6,7-Dihydroxycoumarin	121	0.00641211	0.7161443	0.9172508	179.0354	168228.109375	7178614.5	null	[M+H]+	M + 0	adduct linked to 14_[M+H]+	2.871	179.03389	C9H6O4	6,7-dihydroxycoumarins	ILEDWLMCKZNDJK-UHFFFAOYSA-N	OC1=CC2=C(C=CC(=O)O2)C=C1O	430	True	True	True	100	15.5	75	100	65.9	2599.337	178.95988:34896 178.98087:27895 178.98436:29735 178.99437:25120 179.03537:170672 179.03943:13794 179.11874:8824 179.95761:18414 179.97829:158358 180.01646:47627 180.14967:8568 180.95532:14598 180.97853:48792 181.01463:11822 181.02858:113927 181.03357:64987 181.97812:37935 182.01205:22710 182.03146:10906 182.07761:21340 182.16522:12263 183.01134:12349 183.04338:8434 183.06155:141497 183.97659:7740 184.0031:23066	56.37516:743 58.5529:812 62.15848:749 70.20165:1031 71.70193:796 75.89339:855 80.7031:798 82.01731:676 83.15843:786 93.6181:983 97.36142:878 105.82831:789 118.30201:825 120.98233:955 136.98358:3912 138.99281:44033 146.157:775 153.67561:814 153.98059:1400 154.9942:2086 155.97844:990 158.35365:830 162.00879:2972 179.03525:13674 179.11787:1063 179.97818:962
16	w/o MS2:Pesticide3_Metobromuron_C9H11BrN2O2_Urea, N'-(4-bromophenyl)-N-methoxy-N-methyl-	121	0.3804001	0.7161443	0.9857988	258.9997	38602.20703125	1212466.875	null	[M+H]+	M + 0	adduct linked to 17_[M+Na]+	null	259.00766	C9H11BrN2O2	N-phenylureas	WLFDQEVORAMCIM-UHFFFAOYSA-N	CON(C)C(=O)NC1=CC=C(Br)C=C1	530	True	True	False	null	null	null	null	73	222.5029	258.8978:11809 258.96097:14759 258.9993:39163 259.89584:11122 260.99643:9601 262.98215:15711	
17	Unknown	121	0.00641211	0.7161443	0.9172508	280.9541	107626.625	4667910.5	null	[M+Na]+	M + 0	adduct linked to 16_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1356.223	280.95413:106196 281.95197:43175 282.94946:42357 284.04666:13739 285.91687:25321 285.9411:11756	52.74404:915 55.90989:774 62.19326:778 65.45283:861 76.2915:850 79.46612:937 83.25983:790 94.27165:841 104.2254:993 104.9927:17244 141.50586:815 182.00174:977 186.61215:985 190.76257:790 201.0195:818 219.4312:2931 219.43752:1535 231.45799:819 256.74454:898 273.65289:840 279.21597:836 292.23126:816 299.06213:1865
18	Unknown	154	0.111406	0.9172508	1.121741	296.9029	9173.9580078125	212693.828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	183.4792	296.90286:9345 296.92825:8423 298.92633:9936 299.92432:19408 299.98624:95693 300.02414:7826 300.92313:8006 300.98389:40714	
19	Unknown	165	0.5833295	0.9857988	1.999835	404.9747	12060.8798828125	383999.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	241.2176	404.97473:12961 405.19955:9591 408.96594:11351	
20	w/o MS2:Pitavastatin	165	0.7161443	0.9857988	1.663112	422.1825	8664.13671875	162654.625	null	[M+H]+	M + 0		null	422.17621	C25H24FNO4	Phenylquinolines	VGYFMXBACGZSIL-UHFFFAOYNA-N	O=C(O)CC(O)CC(O)C=CC=1C(=NC=2C=CC=CC2C1C=3C=CC(F)=CC3)C4CC4	530	True	True	False	null	null	null	null	81.9	173.2827	422.18253:8755 423.18369:61502 424.18588:9450 426.85486:15459	
21	w/o MS2:DEET	187	0.9172508	1.121741	1.324233	192.1384	5254.08154296875	85836.1328125	null	[M+H]+	M + 0		null	192.13829	C12H17NO	N,N-dialkyl-m-toluamides	MMOXZBCLCQITDF-UHFFFAOYSA-N	CCN(CC)C(C1=CC=CC(C)=C1)=O	530	True	True	False	null	null	null	null	100	64.11758	192.13838:9826 192.15793:8876 192.17516:9114 193.01212:89642 193.09508:38239 193.13358:19082 193.98605:422886 193.99612:17347 194.00987:39793 194.08492:79695 194.11769:53227 194.98943:18044 194.99384:32310 195.00732:38266 195.02893:20365 195.11287:9155 195.18544:9139 196.14479:9530 196.16978:36444	
22	w/o MS2:2-Aminosulfonyl-benzoic acid methyl ester; LC-ESI-ITFT; MS2; CE	187	0.8499944	1.121741	1.324233	216.0279	200533.921875	5350258	null	[M+H]+	M + 0		null	216.0325	C8H9NO4S	Benzoic acid esters	VSOOBQALJVLTBH-UHFFFAOYSA-N	COC(=O)C1=CC=CC=C1S(N)(=O)=O	530	True	True	False	null	null	null	null	90	764.9171	216.02791:204471 217.01172:28436 217.02559:43426 217.03123:11851 217.10745:13535 217.98582:17417 218.01025:40824 218.0233:79020 220.0116:76235 220.02087:13023 221.00922:21959	
23	Unknown	187	0.7814652	1.121741	1.529737	264.2437	24962.9765625	819970.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	284.7363	264.24371:30737 266.01285:25278 268.01477:30419 268.89032:10596 268.914:45464 268.99799:10691	
24	w/o MS2:NCGC00247503-02!(3R)-8-hydroxy-3-(4-hydroxyphenyl)-3,4-dihydroisochromen-1-one	187	0.7814652	1.121741	1.392795	274.1062	73003.4609375	2521568.75	null	[M+H]+	M + 0		null	274.10739	C15H12O4	2-benzopyrans	DGKDFNDHPXVXHW-UHFFFAOYNA-N	OC1=CC=C(C=C1)C1CC2=C(C(O)=CC=C2)C(=O)O1	530	True	True	False	null	null	null	null	99.3	193.2529	274.10623:81777 274.1539:15597 274.93726:32100 275.09076:51529 275.93518:10614 276.10178:30844 276.12186:24532 276.90848:10247 276.97037:24624 277.96841:11144 278.966:13827	
25	Unknown	187	0.9172508	1.121741	1.458401	274.9373	32606.455078125	982903.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	92.18755	274.93726:32100 275.09076:51529 275.93518:10614 276.10178:30844 276.12186:24532 276.90848:10247 276.97037:24624 277.96841:11144 278.966:13827 279.15982:14290	
26	Unknown	187	0.5161024	1.121741	1.324233	301.982	55590.98046875	2253519.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	312.0974	301.95871:9165 301.98199:63645 302.94351:18256	
27	Unknown	187	0.8499944	1.121741	1.663112	322.1913	5994.84228515625	106914.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	119.8968	322.19125:14494 322.23795:9846 325.02258:9368	
28	Unknown	187	0.7814652	1.121741	1.392795	332.942	13125.5419921875	313939.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	202.4307	332.94196:14853 332.98877:10862 333.00632:14711 333.94058:257055 334.00247:14651 334.93457:82420 334.94696:28054 335.93228:97780 336.92978:28099	
29	Unknown	187	0.8499944	1.121741	1.730787	335.9319	99950.7109375	4697849.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	580.4375	335.93228:97780 336.92978:28099	
30	Unknown	198	0.8499944	1.187074	1.458401	161.9678	384052.34375	13239941	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1039.995	161.94707:35299 161.96777:353004 162.00569:61669 162.00917:18385 162.04301:21218 162.07617:17980 162.90712:11945 162.9447:16976 162.97188:8424 163.004:15160 163.13295:7346 163.96783:90073 164.00151:20625 164.00705:9841 164.12793:7370 164.14366:7567 165.00114:17326 165.0511:1028663 165.11351:13925 165.13853:21047 165.23613:7376 165.96541:32264 166.04799:11042 166.05125:110318 166.05479:36273	55.27755:736 57.9389:811 61.92849:5863 63.72258:672 64.1098:798 64.20922:738 64.2408:831 67.10727:774 71.40584:809 74.92822:2638 79.93893:4122 84.73438:860 84.9641:874 95.10828:757 97.94933:4956 100.92507:773 102.95473:2868 104.22607:965 104.63705:769 105.17747:762 112.97263:799 115.95433:2724 117.97799:815 117.98006:3084 118.96757:1923 119.99563:4491 120.81574:719 120.96522:84868 121.00352:886 122.46303:703 123.12582:773 126.14429:715 130.46362:760 131.99556:923 133.96483:8325 133.97487:1488 135.98849:8492 136.62274:798 137.14488:895 138.95175:2670 138.99281:8716 143.98099:6783 146.22672:945 146.97937:860 151.9753:2812 151.98526:900 152.9548:7091 152.96924:1427 156.96239:42974 156.96832:1862 156.98076:1008 160.80571:729 161.96753:1129 162.0761:3808 162.12787:852 169.24481:770 174.97298:7570 175.98532:858 178.00076:1130
31	Unknown	198	0.9172508	1.187074	1.595616	286.9249	43795.51171875	1557883.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	235.499	286.901:11760 286.92493:50534 287.02332:9374 287.05206:16970 287.90903:13506 288.25342:166248 289.25635:20429 291.91653:10947	
32	Unknown	198	0.9857988	1.187074	1.458401	376.9595	31447.5546875	791815.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	166.9381	376.90872:21627 376.95953:27563 379.991:95192	
33	Unknown	209	0.04761846	1.255605	1.529737	233.0544	212392.015625	10997880	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3931.975	233.0544:243639 233.90007:14129 234.05197:19462 234.07721:777681 234.10817:9895 235.01245:85192 235.04988:97808 235.08072:56940 235.1693:13617 236.01595:12970 236.07315:50249 237.04736:19339 237.19614:11322	51.90903:831 59.0611:2571 59.59219:906 61.86061:790 71.45067:645 75.30239:1159 83.437:824 90.84178:905 94.82218:765 96.72501:955 104.22458:1290 112.03677:821 114.98042:1052 122.62134:788 126.04307:911 132.00684:15277 132.40419:804 132.99086:13006 134.99669:961 136.4984:834 145.22459:873 150.01741:7608 151.0015:2392 151.98528:1016 156.00691:6441 163.64017:958 169.38597:859 173.03339:14913 174.01732:4319 175.00137:1929 175.98546:2209 177.27049:1054 191.04391:17803 193.01199:2839 198.17575:927 206.293:939 214.05988:2612 214.20441:14852 218.36772:927 233.20123:1346 241.47528:866
34	Unknown	209	0.5161024	1.255605	1.595616	233.9001	6816.3505859375	95675.03125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.327	233.90007:14129 234.05197:19462 234.07721:777681 234.10817:9895 235.01245:85192 235.04988:97808 235.08072:56940 235.1693:13617 236.01595:12970 236.07315:50249 237.04736:19339 237.19614:11322	
35	w/o MS2:Unknown (carbon number 9); PlaSMA ID-1045	209	0.9172508	1.255605	1.529737	249.0543	27697.501953125	906653.625	null	[M+H]+	M + 0		1.83	249.0616	C9H12O8	NA			530	True	True	False	100	null	null	null	76.6	151.5951	249.05431:31717 249.0741:15321 249.09329:9426 250.04289:17922 250.0511:67059 250.08603:37054 250.90308:23285 251.88702:12060	
36	w/o MS2:NCGC00385407-01_C13H13N3O4_	209	0.04761846	1.255605	1.663112	276.1015	32843.48046875	2203184.25	null	[M+H]+	M + 0		null	276.09787	C13H13N3O4	Quinazolines	DOCCRJVKOCRZSY-UHFFFAOYNA-N	CC(N=C(O)CC(O)=O)C1=NC2=CC=CC=C2C(O)=N1	530	True	True	False	null	null	null	null	93.7	607.326	275.93494:10680 276.09418:10727 276.10168:36030 276.12195:15263 276.9332:15808 276.97043:22328 277.96799:10433 278.1171:11880 278.96606:14633 280.12079:11063 280.95441:142247	
37	Unknown	220	1.05602	1.324233	1.595616	208.991	7854.95361328125	124088.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	157.0991	208.991:9811 210.19664:20563 210.99316:15941 211.01257:681359 211.99658:30040 212.01598:25577 212.09537:6290175 213.01735:16655 213.09418:29964 213.09868:467379 213.1234:8369	
38	Unknown	220	0.8499944	1.324233	1.529737	248.0904	55065.45703125	1893927.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	376.0245	248.05638:9432 248.07001:47328 248.09048:61071 249.05421:26580 249.07449:20425 250.04282:12832 250.05116:62908 250.08618:16341 251.91096:10744	
39	Unknown	220	0.8499944	1.324233	1.529737	248.0905	55065.45703125	1893927.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	376.0245	248.05638:9432 248.07001:47328 248.09048:61071 249.05421:26580 249.07449:20425 250.04282:12832 250.05116:62908 250.08618:16341 251.91096:10744	
40	w/o MS2:Piperazine	231	1.187074	1.392795	1.595616	87.09229	244515.0625	5817827	null	[M+H]+	M + 0		null	87.09167	C4H10N2	Piperazines	GLUUGHFHXGJENI-UHFFFAOYSA-N	C1CNCCN1	530	True	True	False	null	null	null	null	99.8	259.0522	87.05591:7447 87.09077:12682 87.09229:245956 88.0763:325635 88.09567:14609 88.11263:29882 89.07138:7104 89.07954:8113 90.09192:37692 90.98322:15099 91.05481:15051 92.03741:24349	53.03932:1328 55.14093:697 59.0611:2740 60.24525:740 67.01344:788 68.29857:808 70.06579:45981 75.29787:879 77.49178:849 82.17124:746 83.43164:772 83.5957:643 86.01586:670 87.04455:984 87.09223:59583 90.16267:741 102.52803:807 102.61932:653 103.9194:870
41	w/o MS2:NCGC00386042-01!8-hydroxy-6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	231	0.7161443	1.392795	2.067369	371.1016	9695.3525390625	151651.703125	null	[M+H]+	M + 0	similar chromatogram in higher mz_43; similar chromatogram in higher mz_44	null	371.09726	C16H18O10	Coumarin glycosides	RVWWDDKOKZXKCJ-UHFFFAOYNA-N	COC1=C(OC2OC(CO)C(O)C(O)C2O)C(O)=C2OC(=O)C=CC2=C1	530	True	True	False	null	null	null	null	91	193.907	370.9017:10758 371.10159:12970 374.91302:28367 374.96335:14334 375.91135:12479	
42	Unknown	231	1.187074	1.392795	1.799298	374.913	24457.7109375	837193.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	133.5931	374.91302:28367 374.96335:14334 375.91135:12479 376.90894:24576 376.95956:24913 378.3576:11045	
43	Unknown	231	0.5833295	1.392795	2.133094	616.4639	31876.060546875	477560.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	637.5212	616.46393:52934 617.46521:14735 620.44019:13626 621.41748:26977	
44	Unknown	231	0.5833295	1.392795	2.133094	637.3069	20131.404296875	293814.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	402.6281	637.30688:37266	
45	w/o MS2:Tri-isobutyl phosphate	242	0.7161443	1.458401	2.202255	267.1715	11568.7099609375	217834.765625	null	[M+H]+	M + 0	similar chromatogram in higher mz_55	null	267.17197	C12H27O4P	Trialkyl phosphates	HRKAMJBPFPHCSD-UHFFFAOYSA-N	CC(C)COP(=O)(OCC(C)C)OCC(C)C	530	True	True	False	null	null	null	null	99.9	231.3742	267.01685:11374 267.17148:13401 267.96771:8547 268.01471:28075 268.05948:20079 268.91397:25722 268.99881:18420 269.0127:13987 269.05704:10798 269.89874:8654 269.92157:15200 269.9675:7643 270.01056:9686 270.14832:159912 271.14395:13420 271.15186:25784	
46	Unknown	242	1.255605	1.458401	1.730787	269.8987	7489.60791015625	143089.109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	125.972	269.89874:8654 269.92157:15200 269.9675:7643 270.01056:9686 270.14832:159912 271.14395:13420 271.15186:25784 272.45264:7597 273.1673:22857 274.10593:82703 274.15308:9812	
47	Unknown	242	0.8499944	1.458401	2.133094	315.1786	4433.36376953125	54271.3515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	88.66727	315.17865:13300 315.96387:26356 316.08047:13720 316.9614:17444 317.95917:13661 317.99741:14807 318.99463:25332 319.04297:9284 319.05496:24299 319.96994:11457	
48	w/o MS2:NCGC00385306-01_C21H23NO5_	242	0.6498755	1.458401	2.269938	387.193	17904.857421875	294749.84375	null	[M+H]+	M + 0		null	387.19144	C21H23NO5	Benzazepines	UVACAWVKXUAPRQ-UHFFFAOYNA-N	COC1=C(O)C=C2C(CCN(C)C3C4=C(CC23OC)C=CC2=C4OCO2)=C1	530	True	True	False	null	null	null	null	98.8	358.0971	387.19296:29459 389.25098:31235	
49	Unknown	242	0.7814652	1.458401	2.133094	442.3368	24087.09375	368284.40625	null	[M+NH4]+	M + 0	adduct linked to 51_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	481.7419	442.33676:36257 445.16473:30582 445.24655:46950 446.24969:9781 447.29245:23035	
50	Unknown	242	0.4477398	1.458401	2.269938	445.2466	26525.42578125	479058.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	530.5085	445.16473:30582 445.24655:46950 446.24969:9781 447.29245:23035 447.34637:9806 448.2951:9280	
51	Unknown	242	0.5833295	1.458401	2.202255	447.2924	15212.1611328125	232285	null	[M+Na]+	M + 0	adduct linked to 49_[M+NH4]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	304.2432	447.29245:23035 447.34637:9806 448.2951:9280	
52	Unknown	242	0.5161024	1.458401	2.402984	500.3796	41434.19140625	724866.125	null	[M+NH4]+	M + 0	adduct linked to 53_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	828.6838	500.37964:64745 501.3837:22966 505.22336:8827 505.33493:41247	
53	Unknown	242	0.7161443	1.458401	2.202255	505.3349	29481.4453125	457220.4375	null	[M+Na]+	M + 0	adduct linked to 52_[M+NH4]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	589.6289	505.22336:8827 505.33493:41247	
54	w/o MS2:NCGC00381281-01_C23H30O13_alpha-D-Glucopyranoside, 4-O-[(2E)-1-oxo-3-phenyl-2-propen-1-yl]-beta-D-fructofuranosyl, 6-acetate	242	0.8499944	1.458401	1.730787	537.167	6938.42822265625	110722.0859375	null	[M+H]+	M + 0		null	537.15784	C23H30O13	Cinnamic acid esters	MUVPZRLZLOTAOL-UHFFFAOYNA-N	CC(=O)OCC1OC(OC2(CO)OC(CO)C(OC(=O)C=CC3=CC=CC=C3)C2O)C(O)C(O)C1O	530	True	True	False	null	null	null	null	65.8	138.7686	537.16699:8149	
