Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG,Y:A9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:A9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG,Y:B1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG,Y:B2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG,Y:B3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG,Y:B4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG,Y:B5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG,Y:B6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG,Y:B7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG,Y:B8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG,Y:B9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:B9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG,Y:C1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG,Y:C2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG,Y:C3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG,Y:C4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG,Y:C5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG,Y:C6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG,Y:C7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG,Y:C8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG,Y:C9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:C9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG,Y:D1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG,Y:D2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG,Y:D3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG,Y:D4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG,Y:D5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG,Y:D6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG,Y:D7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2,Y:A4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:A4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG,Y:D8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG,Y:D9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:D9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG,Y:E1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG,Y:E2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG,Y:E3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG,Y:E4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG,Y:E5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG,Y:E6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG,Y:E7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG,Y:E8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG,Y:E9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG,Y:F1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG,Y:F2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG,Y:F3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG,Y:F4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG,Y:F5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG,Y:F6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG,Y:F7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG,Y:F8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG,Y:F9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG,B:A1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG,B:A2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG,B:A3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG,B:A4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG,B:A5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG,B:A6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG,B:A7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG,B:A8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG,B:A9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3,Y:A4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:A4,10,,0,0,0,1,,,,,,,
