Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_41,Y:E5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_42,Y:E6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_43,Y:E7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_44,Y:E8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_45,Y:E9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:E9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_46,Y:F1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_47,Y:F2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_48,Y:F3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_49,Y:F4,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F4,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_50,Y:F5,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F5,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_51,Y:F6,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F6,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_52,Y:F7,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F7,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_53,Y:F8,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F8,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_54,Y:F9,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,Y:F9,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_55,SR:1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_56,SR:2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_57,SR:3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SR:3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_58,SG:1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_59,SG:2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_60,SG:3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SG:3,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_61,SB:1,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:1,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_62,SB:2,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:2,10,,0,0,0,1,,,,,,,
Unknown,20210729_AJ_20210728_AJ_Toh_RatBloodGlucose_63,SB:3,D:\data\AJ\2021\20210729_AJ_Huishi_RatPlasma,,,,SB:3,10,,0,0,0,1,,,,,,,
