,RT,m/z,polarity,ID,molec_class,Features Found,1700s_extract_blank_rep1,1700s_extract_blank_rep2,1700s_extract_blank_rep3,1700s_QCdil_025,1700s_QCdil_050,1700s_QCdil_100,1700s_QC1,1700s_QC2,1700s_QC3,1700s_QC4,1700s_QC5,1700s_QC6,1700s_QC7,1700s_QC8,1700s_QCdil_150,1700s_QCdil_200,1700s_resuspension_blank_rep1,1700s_resuspension_blank_rep2,1700s_water_blank_rep1,1700s_water_blank_rep2,1727_27_RBG,1727_28_RBG,1727_29_RBG,1728_27_RBG,1728_28_RBG,1728_30_RBG,1731_30_RBG,1731_31_RBG,1731_32_RBG,1732_27_RBG,1732_28_RBG,1732_29_RBG,1735_29_RBG,1735_30_RBG,1735_31_RBG,1741_26_RBG,1741_27_RBG,1741_28_RBG,1742_32_RBG,1742_33_RBG,1742_34_RBG,1743_31_RBG,1743_32_RBG,1743_33_RBG,1746_30_RBG,1746_31_RBG,1746_32_RBG,1748_29_RBG,1748_30_RBG,1748_31_RBG,1754_30_RBG,1754_31_RBG,1754_32_RBG,qc_rsd,qc_dil_mse,is_monotonic,is_id,superclass,fa_carbons,fa_unsat,fa_carbon:unsat,is_sum_comp,Type,coef_all_ogtt,pval_all_ogtt,coef_sex,pval_sex,coef_male_ogtt,pval_male_ogtt,coef_female_ogtt,pval_female_ogtt,qval_all_ogtt,log_qval_all_ogtt,qval_sex,log_qval_sex,qval_male_ogtt,log_qval_male_ogtt,qval_female_ogtt,log_qval_female_ogtt
vl_454,1.094,912.58807,+,Unidentified,Unidentified,39.0,17.06222853382342,17.545021912515864,17.284634975336925,17.152028312870613,19.133318289558428,20.008387839151304,19.678538298382275,19.869589042693686,19.91109599480363,19.81364125474934,19.729947853918045,19.541124767895774,19.28455079903173,19.46317440213124,20.649115719368773,20.950695771093034,15.719441354065497,15.100207519463302,14.98672694839932,14.998864040774892,20.43934792587356,20.13994597988225,20.91336510543308,20.51328187594674,20.40421523056539,20.64861144638296,20.70421131854316,20.10352330515869,20.37465344516838,20.877285849041773,20.908315292667893,21.024382795336965,20.67355825629052,20.943774748028737,20.80961697258691,20.432901984508344,20.652999326726995,20.47746699540392,20.62801431621383,20.83125861430917,20.69387314565669,20.64831397945937,20.717578466742555,20.792515677391137,19.06706710782409,18.22318095142406,20.17046253617199,20.964345314078827,19.941551481616028,19.923548229932667,18.28852625193136,18.32523700383016,18.18827721287916,14.180649058753335,0.1510786454081978,True,False,Unidentified,,,,,lipid,5.487122909928616e-05,0.0412764944064481,0.735819187959996,0.0106343105562563,-3.660853347576388e-05,0.0639742640592877,4.35904941753309e-05,0.3647554232113861,0.1215221015444498,0.9153447286016048,0.0330236579926292,1.4811748221082277,0.3274259695189265,0.4848868778517302,0.9635596965624657,0.0161213738112868
vl_456,1.097,629.40704,+,Unidentified,Unidentified,89.0,20.830188933080816,21.132387283921556,21.14996102673214,20.410905408945258,21.72710644158101,22.990635110299586,22.57375819387708,22.713570188996083,22.70794505346912,22.69930627565486,22.49356644920458,22.536014145119665,22.51799609453655,22.262978721474777,23.8029433929004,24.24150501262277,15.909699426783956,16.489109670929402,14.52374394455136,15.277087921907649,23.287894684199784,23.23297701110877,23.09079480980548,23.815376020167708,23.3095179401778,23.58435923792441,22.881926353654777,23.3933837488872,23.05906011430408,23.29818427395564,23.716081155946743,22.96990954655067,22.673131131069887,23.529236428156302,22.981960809282167,23.091374686615705,23.139693467093277,22.939919641667807,22.923490234928096,23.93485151623744,24.17457915198376,22.8623376778323,23.365200787303586,23.38921699678646,22.681532584267615,22.170438627571173,23.26333673952147,23.744085675028096,23.031827717920716,22.44527525269817,21.26898450808535,22.034129189709965,21.918088184454444,6.774317710386109,0.104027729819907,True,False,Unidentified,,,,,lipid,2.101602952111532e-05,0.2843514034362014,0.32504155284955,0.1256015875801304,2.0070068433735908e-05,0.4370229419743772,5.525864147835034e-07,0.9876195643815562,0.4485276713103476,0.3482107585804649,0.2217324115939732,0.6541708195261339,0.6650044125067569,0.1771754730112139,0.992965886780104,0.0030656713814011
vl_458,1.104,555.3689,+,Unidentified,Unidentified,62.0,22.397872160278,22.77625108986308,22.58174246422029,20.037187164319523,21.190243880937587,22.317203110461374,22.06217989691747,22.12326427740517,22.12142662059825,22.130636939016934,21.84295284023069,22.130985065182458,21.950526087159695,21.82151423423337,23.327137504184723,23.862272315825305,13.778091376694723,13.742818935177404,13.599783414459106,13.723860828288585,22.82083267186595,22.283446681191247,22.474518317979093,22.84558994086476,22.214336333985923,22.680952142898946,22.106463260886947,22.329259626899105,21.90023563072834,22.19420346805251,22.258620010527984,22.018957749207324,21.8997989367844,22.336010452887816,22.46034063866541,22.277782351457716,22.15623617575824,22.226550793624707,22.14955726675439,21.98077106520625,23.053489989126824,21.90393847660515,22.53682020015666,22.376903655671143,22.923385798098987,22.57639214670891,22.014343272613964,22.478452375817312,21.72667603156186,21.97584150993399,22.20359375485872,22.80695874005676,22.90287411554646,7.523230852174927,0.1144394507320162,True,False,Unidentified,,,,,lipid,-1.1034334640793256e-05,0.3228964262483988,0.0128808378705922,0.9164774258135312,1.675752695358846e-05,0.4536019006157434,-2.9442064395722228e-05,0.1095803347043984,0.4913415924293453,0.3086164709598382,0.9406504939886094,0.0265717120963905,0.6771883492657084,0.1692905223486,0.8766451452861447,0.0571761679008525
vl_468,1.119,219.09636,+,Unidentified,Unidentified,28.0,14.351680164756086,14.434150793406474,14.464990367290982,16.540965800277732,17.699829064863653,18.870594279222587,18.833967282769947,18.80154001754047,18.734473673592767,18.759676816287644,18.31474536940443,18.699820574800302,18.49249337499856,17.976483765243074,19.627836424113404,19.943190339708316,14.154149436600036,14.094110852097293,14.06301565316416,14.07515274543299,21.47518400245867,20.376609705225945,14.971627163086463,19.800600084832865,20.558181420061864,18.673721055759064,14.86789056042525,14.72412101472428,14.590996534698697,14.95068110418748,14.777824911516298,14.665996888543864,14.496043756039985,14.889463614288804,19.601573234873555,14.657986343931046,14.903074081759623,14.63621746105605,14.675129087162452,14.903987513131357,21.225402086955704,14.667809452188829,14.811314968149947,14.865037329434845,20.03292102542103,20.38867471668405,14.502377828021997,14.954393551340576,14.376022942367,14.406376131153449,14.622774161848934,14.786054335814722,14.674346756243477,12.310873998828882,0.0345506474082374,True,False,Unidentified,,,,,lipid,-1.6383635849874295e-05,0.8436420672881808,1.2247839887432923,0.1703259855357093,8.867323486670814e-05,0.6985887911121873,-0.0001964693488151,0.0536688745376382,0.9182235129611888,0.0370515904432797,0.2725214330504183,0.5645993359947395,0.8394489576095687,0.0760057058421147,0.7605072105460042,0.1188966639443215
vl_480,1.126,293.08661,-,Unidentified,Unidentified,46.0,14.66004009546519,14.4677744060763,14.449588375243202,19.213622185452294,20.48312256089287,21.1383092438162,21.02992690175753,21.159892372901652,21.202035318287084,21.0295698376858,20.926898851438267,20.89935514137757,20.999935893476607,20.82610717368192,22.02187296882108,22.32696290923977,14.95894149246456,14.475514685630928,13.958030038919375,14.19121367505929,23.57887201274849,22.640121169128,14.368854629914212,21.82048127019972,23.17951023591053,21.238441288012982,14.449780019151772,14.374562574896736,14.507891442526104,14.4924350228305,14.370526395382733,14.4226746126706,14.25975283139334,15.379898453961363,22.828656568006533,14.541776213727957,14.747838826458944,14.330080791805244,14.418360235921453,14.561476500859328,22.38150421331583,14.46934858314067,14.530203246996567,14.46841781163457,22.63547333943824,22.99727492153416,14.15307659204409,14.4522590368448,14.122542448586252,14.102121206168412,14.330977908536475,14.506183570719609,14.397052012661913,7.836254815162285,0.0498597532355664,True,False,Unidentified,,,,,lipid,-3.625452149511456e-06,0.9761981658366136,1.976744373422466,0.1288924725254669,0.0001315164407567,0.699540798007974,-0.0002668456363605,0.0637269910761019,0.9861996953549048,0.0060351359619528,0.2246371699979786,0.6485183808020849,0.8394489576095687,0.0760057058421147,0.78458685117071,0.1053589744525375
vl_482,1.127,659.41742,+,Unidentified,Unidentified,28.0,18.969334746077223,19.57557766503609,19.53986287892161,17.25123078433448,18.60852103114316,18.99837309796069,18.944268062628307,19.11197398025316,18.829051838896067,18.90726682951712,18.54662226586714,18.75347861320506,18.697555761085688,18.06769007787338,19.56422664458477,19.50113252759716,14.417736838904377,14.326695940451932,14.67202433503856,14.33874014805876,18.668321516709465,18.62627585644645,18.86561027516833,18.56891841254801,18.650135322223026,19.02782893422204,17.596738313107068,17.98246644761022,17.242262446156044,18.5791781002119,18.587512255355403,19.318238613264715,18.71205821668424,18.50217183275088,19.25906915362267,17.909723410348505,18.055286273654197,18.45595307143321,18.287547977776992,18.72337968134875,18.229199154014896,18.831421340645917,18.44731875209852,19.060376905694984,18.4161211482027,18.35469293618715,17.858221569856255,18.74989172188164,16.489462671885637,17.91043143725446,18.583539611903547,18.498982818737293,19.095834032063507,12.743131279845109,0.1367664562834953,False,False,Unidentified,,,,,lipid,-1.1662426843739998e-05,0.5370481491538726,0.410313807063672,0.0401490449416548,-5.36449910414521e-05,0.0683864366716745,-5.040629301128604e-05,0.0926230438227991,0.6993429195025703,0.1553098177755619,0.0973434644621196,1.0116932012401738,0.3274259695189265,0.4848868778517302,0.8482677743612143,0.0714670315046895
vl_490,1.135,261.1145,-,Unidentified,Unidentified,47.0,14.809319613922916,15.624292565816226,16.548412260918813,19.327009557922675,20.403477227120547,21.02209352506909,21.07942294316113,20.91482525324832,20.92977458811318,20.91632907489096,20.71784908884342,20.85786280810968,20.87899508036173,20.63475734918902,21.731664992282383,22.377114268236067,15.108221011334397,14.62479420469407,14.107309558633071,14.340493194609286,23.66451972283693,23.17674519234429,16.514419833821396,22.05563324075201,23.6654110171164,20.646586117153287,14.616255090951665,14.523842093503577,14.657170961794746,14.641714542079566,14.519805914210083,14.57195413128372,14.413723818219635,15.529177972795534,22.726841626213904,14.605997147122602,14.89711834539072,14.479360310919784,14.541027633662972,15.054897792520904,21.82856929521073,14.61862810190832,14.679482766222032,14.617697330818173,22.038198926521467,21.670357102361955,14.302356111091004,16.014025488069958,14.271821967332748,14.251400725553372,14.4802574274685,14.65546308958339,14.546331531774555,7.434824000957736,0.0759970187608286,True,False,Unidentified,,,,,lipid,1.8793422977193765e-05,0.8706578654542294,2.1535015156867656,0.0797727286254221,0.0001020711925133,0.7605029668046983,-0.0002306797653869,0.0675765931767551,0.9326368999441916,0.0302874056034696,0.1605083711432929,0.7945023125018891,0.8717736548136082,0.0595962595922006,0.790896423846468,0.1018803881802941
vl_495,1.142,297.10651,-,Unidentified,Unidentified,48.0,14.83694504127612,14.708498696263662,14.626493321162643,18.19859495020613,19.39067508055857,20.09049350677421,20.13282555124092,20.02687211891839,20.061113431363243,20.042389566056865,19.8069246965334,19.89580684865975,20.028318631174677,19.897241013158897,20.82081746149074,21.349819058987176,15.135846438205434,14.652419631700258,14.134934985103492,14.36811862097471,22.178309734829952,21.34689250023112,15.088315339228105,21.302642101786503,22.122746017808968,20.953341653070343,14.643880518408082,14.551467520990943,14.684796388866356,14.630376553364194,14.5474313416624,14.599579558450555,14.44134924559545,15.556803399858657,20.936599670642288,14.633622574157684,14.924743771836022,14.595976849113532,14.568653060524396,14.738381446985152,21.9123531850013,14.64625352894724,14.707108193371036,14.645999035158228,21.38652462857676,20.95463450035656,14.329981537871989,14.208144247626633,14.299447394549238,14.279026152545123,14.507882854562933,14.683088516922703,14.573956958323668,7.438952867966026,0.0380327386313454,True,False,Unidentified,,,,,lipid,7.226374608415131e-06,0.94345394242564,1.772716483576366,0.1033787968943678,0.0001539969345481,0.5870469339133415,-0.00023010891908,0.0537665262524496,0.9742857706094844,0.011313640251075,0.1917868873891598,0.7171810891841425,0.7676144735859969,0.1148568451152122,0.7605072105460042,0.1188966639443215
vl_499,1.151,681.10101,+,Unidentified,Unidentified,51.0,18.906174465810576,17.625304286017062,17.54888406947088,15.413491558679022,15.92383324426048,16.484924346707228,16.482614063511036,16.21333097697669,16.20591739497205,16.2051334873188,16.044735608041712,16.127866385666326,16.09763493463042,15.424240580472889,16.732251751363904,17.1337037077741,20.037871426802138,19.27906492775859,14.699014730960243,14.711151823556918,16.7425716120142,16.406605668773892,16.70396265925825,16.386114269832948,16.359828933866908,16.248203218783626,16.430825181098076,16.366059053545197,16.290259274472938,16.687876297274826,16.327192156236997,16.352283009685916,15.962042586037956,16.602587099640008,16.772118789409795,16.230343805535853,16.493530027043967,16.523455844036434,16.532414900652483,16.7102509367628,16.554455305099157,16.630134747295205,16.733443646279163,16.669226118104877,16.72684139544913,16.1807907444371,16.20265588372583,16.98314949924547,16.24177272757889,16.1833545970445,16.75728996633178,16.530878159026383,16.692285706537408,10.339083111979146,0.2584513612717944,True,False,Unidentified,,,,,lipid,-1.081277400327116e-05,0.14540513847854,-0.0698682594315835,0.394182458197764,-1.6434467535893097e-05,0.3727426652593882,-8.843757454105212e-06,0.4295174999600029,0.2718817973918264,0.5656198676493942,0.5077241445264677,0.294372183482759,0.6155446008329087,0.2107404736930932,0.9635596965624657,0.0161213738112868
vl_518,1.176,332.21719,+,Unidentified,Unidentified,38.0,16.757096223596587,16.318195774107707,16.205673079103622,17.248942364254443,19.087995572163877,19.9464788374602,19.653084251856875,19.832539244324085,19.857825067222617,19.75305287471252,19.54999754334994,19.613725822971546,19.636460837083835,19.755278291324014,20.552877581959027,20.91083375854493,14.687281923257782,14.588036468681684,14.539028213663691,14.528414288975014,21.970775795857733,21.59858499805689,17.089103913573425,21.19949706374884,21.098474269854677,19.688334755455564,16.753117844785834,16.466805046753652,16.11253754464839,16.89361350534361,16.61433528693382,16.513946381725088,16.406735610922574,16.8158233077903,21.63594717229265,16.58527479009926,16.794845317422713,16.788902985044153,16.638873909249725,17.016693094729273,21.898774196549013,16.452413017197607,17.071375827376205,17.08906091596551,21.470362005796066,21.836947798296997,16.143485348111636,16.89333297546199,16.478310205220293,16.42053064743503,16.579568236279798,16.70830948829827,16.86077752518663,8.143110148136786,0.1016625191141038,True,False,Unidentified,,,,,lipid,-2.4142848354705712e-05,0.7339931692059991,1.0189865865335352,0.1829377278602282,4.866789651675863e-05,0.8015896411710974,-0.0001763939262416,0.0463955040437055,0.8506424503756567,0.0702529480928613,0.2880813388895288,0.5404848732009789,0.8954072770619467,0.0479793803847766,0.7605072105460042,0.1188966639443215
vl_520,1.186,724.5152,+,Unidentified,Unidentified,84.0,22.736173993842304,22.8620634791281,22.792592635838965,21.270625887579374,22.437033241114676,23.305099510466373,23.286291103861743,23.28483610787732,23.18841605728672,23.136034648014288,22.943874810539523,22.89083364029688,23.022750876382972,22.96912927519493,23.94079734955054,24.37541430183454,15.50474824742311,16.606624911413526,14.89814707949229,15.07471675693057,23.44426667152199,23.43341417184929,24.122911520404763,23.68720522446439,23.38378969704933,23.632848005837825,23.356760740803544,23.550894107569587,23.09746832872723,23.72302860054997,23.408776997633797,23.39138459158538,23.41122940846736,23.41689819219051,23.752989690108485,23.49527388447492,23.718100411885047,23.640902066958343,23.55626217051744,23.5634061849449,23.67109310815741,23.57155331605105,23.951158221470987,23.755474020479145,23.207084872431047,23.134450607736134,23.158677511359286,23.8346877450018,23.224770758443093,23.08953956545873,23.146672487396422,23.462752586203575,23.3784544209266,10.915957596080972,0.005221876146137,True,False,Unidentified,,,,,lipid,8.057234690474094e-06,0.3226761883493992,0.1491367893499826,0.0885152993727627,5.855713369000025e-06,0.7311593471568363,-1.8429668918349888e-06,0.8862627792829518,0.4913415924293453,0.3086164709598382,0.1726594728505742,0.7628095893743354,0.8557272359317046,0.0676646451445031,0.9672699316188826,0.0144523124178722
vl_530,1.194,421.15622,-,Unidentified,Unidentified,17.0,19.266623367393727,19.54259172174276,19.750066922426782,18.665977247904063,19.83869514514937,20.52715949925721,20.800377856207213,20.227958466905736,20.658376529230605,20.59525106617104,20.376323427879576,20.600355434655977,20.716398388573385,20.003052092644865,21.13860395052787,21.35651108079384,17.680522636198667,18.54786112241651,13.754212440783286,15.229807670173178,19.25950701573145,19.978966100006,20.09906759067298,19.39298271263028,19.34090025537152,20.118248029922867,19.820419696843405,19.98424188289656,20.555495504578108,20.008729872812943,19.95189641555036,19.418236303911996,20.14162099860456,20.757303074098555,19.37380810682895,19.824661704575316,20.222447697616214,20.79238044427841,20.202717555523304,20.1889405157746,20.09565451984967,20.18734259042788,20.282113708486243,20.187106684977422,19.85339296108978,19.621313039458972,19.47614549123634,19.682159942612238,20.39111935159185,19.60205432390105,20.163961549343803,19.90327363651102,19.72554006867432,13.217335499741626,0.0292290035455764,True,False,Unidentified,,,,,lipid,-4.070701152767689e-07,0.974675885996032,-0.0836714131467601,0.5488608188630297,3.202755036681344e-06,0.9368763079180068,7.21490653342522e-06,0.6144747963410351,0.9861996953549048,0.0060351359619528,0.6495880852461327,0.1873619495293703,0.9581000430488352,0.0185891403206254,0.9635596965624657,0.0161213738112868
vl_531,1.195,473.26776,+,Unidentified,Unidentified,91.0,28.378463339556795,28.60404888470858,28.5109145949856,26.79237692700072,27.796885679075466,28.47277922433793,28.12382740393646,28.366134567641897,28.24465000886894,28.1877458239831,28.06870329660921,28.09555681346493,28.171858737977416,27.60119846152029,28.821998899349087,29.084687035289605,19.52770942745669,19.892380714236896,16.866902689998195,18.96552480276924,28.662381499387216,28.2876817547282,28.648448350887183,28.3461067569245,28.37866888273953,28.22282159532473,28.18351515461201,28.196197514488585,27.97093658076336,28.45816034258142,28.245952435291144,28.1111996688509,27.64929080288416,28.528964634010748,28.701692800200668,28.09316290203744,28.28180029800309,28.55266161465896,28.21606863159972,28.786204720151385,28.660379822492786,28.15901318553448,28.57518796632561,28.404318522863985,28.78651443878348,28.300513579054044,27.985786273354144,28.677167953965277,27.98144137738665,27.918146496527203,28.42129657000095,28.284842909638755,28.42906575998772,7.208230906517422,0.0826791188804063,True,False,Unidentified,,,,,lipid,-1.2371846307557082e-05,0.1616508787090401,0.0147886527045439,0.8801006053113327,-4.350007173980022e-06,0.8484576880378796,-2.5287904050441744e-05,0.0457107669270288,0.2933468455359512,0.5326185775471743,0.9118419386176432,0.0400804370393423,0.9216792916184388,0.0354201701718892,0.7605072105460042,0.1188966639443215
vl_561,1.249,365.09036,-,Unidentified,Unidentified,42.0,14.324988695766132,14.407180367928628,14.38234222909667,16.30299823864567,18.12813735102774,18.84235147696473,18.677388073723183,18.70785871208426,18.813090600127843,18.479830078277576,18.70927161475342,18.66152277306176,18.718345930721547,18.04332300008665,19.369342236236484,20.084353232897303,14.26329255740456,14.26079211863454,14.241143550431657,14.492203700628682,21.69997551461688,20.12813200009633,15.04098919767977,20.22512357301117,20.607611462386508,19.20882674294956,15.214345898747611,15.263366946276811,15.483038475515768,15.615175959561515,15.283290666591908,15.211903309850957,15.22317297137899,15.564347331640908,20.429511929750817,15.587765205402382,15.543109059863454,14.669589466398127,15.597547715702346,15.7331737447385,20.65265565987259,15.497371775142796,15.231230384784622,15.035987177468478,20.10166663102075,20.86325512603025,15.399847236744064,15.361523996697397,15.39125864983879,15.15321237687673,15.45755269038352,15.381970204314085,15.539686140261146,6.783066628699013,0.086901080676706,True,False,Unidentified,,,,,lipid,-1.9762360679886936e-05,0.7959694813852309,1.093752135499937,0.1837693895027476,7.537566480062663e-05,0.7305322746972684,-0.0001845977270817,0.0375626779659788,0.8919374330416063,0.0496656091191629,0.2885190318273446,0.5398255338254736,0.8557272359317046,0.0676646451445031,0.7605072105460042,0.1188966639443215
vl_711,1.596,567.3902,+,Unidentified,Unidentified,35.0,15.237101092263158,15.488035014293654,16.086396157761516,20.78696515402728,22.038059790311294,23.26261877282389,23.10446798069317,23.322162305559036,23.15631287286984,22.823723365033185,22.963746366053503,23.36322717720697,22.872892824150004,24.052747652944586,23.56632161727105,24.755737210021124,15.107857020020097,15.001510489280488,14.930751079407909,14.97266225907671,22.142111204404987,21.01274595041786,17.2505537537296,19.11323890720337,26.50660380948213,24.962947598797317,16.610879971140413,16.82320436771397,16.948154685869785,17.177630546023845,17.155290365258026,17.405598724396857,16.88611367706224,17.46325975047681,22.352314609758672,17.481400934810242,17.37863825030847,16.971942727386228,17.06934149954815,17.136659735051047,17.223956873714226,16.728815619779883,17.058203386864992,16.532540233443918,26.371955085135543,21.488573929256376,16.84847711494919,16.89930984160415,17.39396558656672,16.50767147048829,17.081911329361827,17.286128482083413,17.29515530064083,14.668747512771237,0.119793396905472,True,False,Unidentified,,,,,lipid,6.180102729296482e-05,0.511163039922584,1.6781980254559608,0.0957449028364273,0.0002274867577212,0.3856128050826138,-0.0001335810336165,0.236914687485961,0.6758070500812258,0.1701772819375612,0.1818961280339341,0.7401765455291165,0.6252510349002082,0.2039455807632691,0.9635596965624657,0.0161213738112868
vl_783,1.803,572.44147,+,Unidentified,Unidentified,22.0,16.397681142907796,16.309131974817067,16.555471094981332,18.53277844616172,20.240023052972443,20.694742140249037,20.84926603975035,20.66902904106292,21.142070936293084,21.06516036662505,20.79346307055624,20.883817781340536,20.513492798330248,19.7344889404908,21.576037977279935,21.69306716916602,16.378490089891454,16.218352332004898,16.447837068940967,16.1521235452854,23.01736176575557,21.907053581741096,18.465696637840185,22.109205484877,22.32128795349662,21.248698189092348,19.132816076621552,18.27818372068965,18.40195694926281,18.067606905933022,17.78657592894365,18.87552417835393,17.83460482928673,18.75420947635205,22.0862174730308,22.090385626955904,18.234315852586228,18.8148924331045,18.424645694417844,19.390496087953824,22.302551302839625,20.169199284730997,17.731445466039055,17.295796427508446,21.83039638113231,22.09490977941637,19.48435106386335,18.61087006249665,19.117980092469733,17.62984856288691,17.606291440684053,17.74576201687386,17.73247752747874,14.91518140983108,0.0822715081105712,True,False,Unidentified,,,,,lipid,2.3797571964364315e-05,0.6923609296248202,1.0531325357474337,0.1015774605005766,0.0001757703536521,0.2793405500381873,-0.0001253444297891,0.0841127258362224,0.816365872244191,0.0881151590341466,0.1888145736363659,0.7239644877625928,0.52101293978022,0.2831514905097626,0.8445117474556928,0.0733943048618306
vl_793,1.83,440.36093,+,Unidentified,Unidentified,39.0,16.91569332909275,17.626223369840094,17.28434317111745,19.65495643718499,20.68940932932208,21.39264255481844,21.659007126640645,21.71812016771589,21.520128749932645,21.69861563349608,21.39727467176188,21.267833085392247,21.388382716487595,20.4154428535336,21.928529924934683,22.8379795100987,16.51025102612664,16.364883048075953,16.60201953568285,16.283884481477983,22.85511812964993,22.51876887430575,19.01350727742462,21.889508634351422,22.596567581203765,22.497468132679646,20.16251270106759,18.387777675168213,19.7320945191286,18.860507971169795,19.06915942246821,19.99264606089428,18.812162447075327,19.584515082173333,22.209654409263088,22.61485121624209,19.413220145896734,18.817129696712392,19.07140196996622,20.05254267145709,22.772389322546815,21.015392721203646,18.33220518930884,18.4894334895639,22.36689123342749,22.71497113116562,20.716518960434254,19.794445710916317,19.83837435746019,19.442204188442822,18.714443404699317,19.01896554855157,18.215474328426676,12.081818440586115,0.0715232290967798,True,False,Unidentified,,,,,lipid,1.535960248608934e-05,0.7716926284003931,0.7808723874931851,0.1702846012932496,0.0001490629006701,0.2884550735193106,-0.0001038668768091,0.1258281281222669,0.8729887968061727,0.0589913296237298,0.2725214330504183,0.5645993359947395,0.529952344372687,0.2757631822982845,0.9034200021922502,0.0441102981607726
vl_828,1.965,539.33679,-,Unidentified,Unidentified,25.0,14.725511319000075,14.675103319028388,14.705545800923517,18.35081398325905,19.7770519699058,20.59250077125509,20.69642630500585,20.521711848023475,20.712937848963488,20.66088089019532,20.692612463177653,20.710292291398336,20.78902065178734,20.89344214261378,20.98233405193623,21.430787538755805,14.759233269239145,14.679873190243097,14.814395853229836,14.578651734810416,20.86018658139051,20.560407004655158,21.427868402941368,21.044761370149857,20.57652395456756,21.1905286337624,20.09397571412141,20.27104314036601,20.255731850090008,20.794185336817137,20.68101273229103,20.61596061550832,20.61774104639425,20.821030804374363,20.653728878100907,21.116110245164883,21.55485623918123,21.29700943998472,20.56251386892823,20.974338493918285,20.406045819949508,20.347684683053263,20.602134980462704,20.2357166801981,19.97831388588322,20.330231110097834,20.21333971320353,20.37147972108026,20.413014048229996,20.559339514815253,20.70450186941152,20.86305741309961,20.974360900173053,5.491462539901503,0.0313425732620612,True,False,Unidentified,,,,,lipid,2.4029449151030235e-05,0.0483901510681751,0.467637229736592,0.0001299958618329,5.5688277908154144e-05,0.0254585615129689,-2.0807405281931136e-05,0.1127105361776544,0.1337430414362391,0.8737288047793321,0.0007607165248,3.1187771496033765,0.254243990585013,0.5947493034459725,0.8875375156875606,0.0518132805131581
vl_830,1.97,537.33112,-,Unidentified,Unidentified,80.0,14.634444708269418,14.584036708060893,17.628241847897478,23.58524923380437,24.78121144560397,25.71582012266456,25.789166633303413,25.62273543915556,25.71813915128137,25.644640046489933,25.708694854971103,25.845553465116,25.902509321903203,26.058604490540496,26.2587311807949,26.65581726278953,14.668166658150357,14.608048504030137,14.723329242123114,14.487585124087346,25.8905172867162,25.36596569107217,26.411223713671333,26.13519414421988,25.6706491446786,26.196115135606053,25.29071314014849,25.34626558156895,25.492010869642996,26.096778844215127,25.3422799218793,25.793071507685664,25.753716498555782,26.055309591297743,25.398316948671464,26.283993800645472,26.509134081506573,26.30326308985367,25.196934611977493,25.952275134975324,25.537496968106048,25.47670199033648,25.65239931140562,25.683198070608057,25.20427824784372,25.405740567194663,25.33735945394601,25.595400638673613,25.09368920524001,25.643963890694547,25.7909208781859,25.95663673226072,25.974693607084813,7.213142570454218,0.0053393208708792,True,False,Unidentified,,,,,lipid,2.7193025360403565e-05,0.0237643347476135,0.4119975766909221,0.001037046142789,6.0737607988270025e-05,0.0384058971097567,-1.0011530155100358e-05,0.4328008852211551,0.0863164342556997,1.0639065087220312,0.0042744336668002,2.369121418170092,0.2801872693082939,0.5525516013656001,0.9635596965624657,0.0161213738112868
vl_832,1.97,636.3493,-,Unidentified,Unidentified,75.0,14.70219051814808,14.651782518069512,14.68222499978785,18.4258001793362,19.57606805487348,20.561192770236616,20.22057650660254,20.3272198739242,20.425784380651923,20.265967134558405,20.33561555853348,20.418640681149693,20.522307205795485,20.93733331259687,21.09350314513677,21.463618012982963,14.735912468338654,14.675794313823534,14.791075052559494,14.55533093410478,20.70378097457078,20.8293458463356,21.161488786233964,20.70492050702672,20.3013663184475,20.66888638065937,20.217734776232447,20.19197104862103,20.3703214573812,21.162528927692858,20.833508437761136,20.909828618931115,20.776007517947814,20.936945171544465,20.704577403201785,21.25779869086253,21.236541698438103,21.13150720022273,20.889627669952045,20.79990806478399,20.157194513271776,20.37968888875287,20.63433852628063,20.506846488600065,19.96987924175144,20.04534817078021,20.39098377251926,20.626997845462743,20.35149915582752,20.31622953469773,20.575221541305865,20.860349223909907,20.707897804096767,7.210197795075571,0.0061698915220056,True,False,Unidentified,,,,,lipid,1.8020650724337472e-05,0.1066920960048021,0.4439334028680148,5.021199728662431e-05,3.4562737363552946e-06,0.8756175154122439,-1.2914303479781063e-05,0.3163599590659331,0.2247646822501165,0.6482719293525075,0.0003352181227304,3.4746725103607856,0.9302253423567488,0.0314118330724351,0.9635596965624657,0.0161213738112868
